,sentence,label
211,"— На охоту — это ты с батюшкой. Я такого не могу позволить. Понял?,Я себе охоту не могу позволить.",1
212,"По его словам, межведомственная комиссия должна будет решить, что делать с появившимся на площади кафе.,Что-то будут делать с появившимся на площади кафе.",1
213,"Я еле хожу"", - пояснил оппозиционер. Он отметил, что получил эту травму, ""когда полицейские стали задерживать мирно стоящих граждан"". ""Меня буквально перебросили через бордюр фонтана, я о него сильно ударился"", - сказал оппозиционер.,Оппозиционер сильно ударился о бордюр фонтана.",1
214,"Подросток признался, что украденное продал, а деньги потратил. Против подозреваемого возбудили уголовное дело по статье «Кража».,Подросток совершил кражу.",1
215,"Его коллеги по партии считают, что ничего противозаконного он не совершал.,Ничего противозаконного он не совершал.",1
216,"За получение взятки чиновник и два посредника осуждены. Также было возбуждено административное производства по статье «Незаконное вознаграждения от имени юридического лица». Мировой судья признал организацию виновной и назначил наказание в виде штрафа в полмиллиона рублей.,Организация виновна.",1
217,"В ходе судебного процесса было установлено, что остановка сердца и другие острые осложнения наблюдалась именно в течение рабочей смены медсестры. Ее коллеги по больнице, дававшие показания в суде, утверждают, что в течение длительного времени подозревали женщину в убийстве пациентов. Но никаких конкретных доказательств сторона обвинения пока не имеет, поэтому женщина решила обжаловать в суде свое пожизненное заключение.,Медсестра убивала пациентов.",1
218,"Продавщица закинула голову назад, так что чуть не сломала себе шею, и из этого неудобного положения долго и молча разглядывала меня. Я уже думал, что это никогда не кончится и книги мне не видать, а я очень хотел заполучить эту книгу, но тут продавщица процедила: Семьдесят четыре копейки в кассу, – и повернулась ко мне спиной. Я обрадовался и пошел в кассу; когда я отходил от прилавка, я услышал одно слово, сказанное вполголоса и с такой ненавистью, что потом я не мог смотреть в глаза этому человеку, это слово было: скотина.,Книги мне не видать.",2
219,"Он считает, что какие бы преступления ни совершались и как бы ни было возмущено наше нравственное чувство, нельзя ради эмоций менять основополагающие нормы российского законодательства и отменять мораторий на смертную казнь.,Нельзя ради эмоций менять основополагающие нормы российского законодательства и отменять мораторий на смертную казнь.",0
220,"Разозлившись, хозяин квартиры схватил нож и ударил им гостя в грудь и живот. От травм мужчина скончался на месте. Предприимчивый мужчина решил спрятать труп убитого, поэтому он его расчленил и прикрыл одеялом.,Хозяин квартиры спрятал труп убитого.",1
221,"Пока ехали через город, столь изменившийся и выросший в размерах, я задал им кучу вопросов. В какой-то момент они подозрительно на меня покосились. Я сказал, что жил здесь.,Я жил здесь.",1
222,"— Думали с ее помощью перебраться на ту сторону. — Ну чудеса! Я тоже слышал шум мотора.,Был шум мотора.",0
223,"Оцените свои возможности. Кому надо, сходите в туалет сейчас. Тем, у кого хронические заболевания - если нужна помощь, скажите об этом.,Им нужна помощь.",2
224,"Это был не мираж, не обман больного воображения. Теперь наступал решающий момент. Нужно было понять, что же образует рисунок на ткани, как он мог возникнуть, почему оказался таким долговечным.,Что-то образует рисунок на ткани.",1
225,"Он написал явку с повинной. Как оказалось, во время кражи легковушки злоумышленник был пьян. Угнать машину он решил, чтобы поехать в гости к родителям.,Злоумышленник угнал машину.",0
226,"С помощью препаратов, пациенты смогут следить за своим здоровьем и будут знать, сколько инсулина им необходимо принять.,Пациентам необходимо принимать инсулин.",1
227,"И эти соревнования показали высокий уровень мастерства спортсменов из Владимирской области.,У спортсменов из Владимирской области высокий уровень мастерства.",1
228,"Мысль о возвращении была отвратительна, он успел взмокнуть, и в карманах не было ничего, чем можно утереть сопливый нос. Он утер нос рукой, перешел на другую платформу, влез в вагон. “Все хорошо, — сказал он себе.,Все хорошо.",1
229,"Выходит, я угадал свою судьбу: теперь меня действительно съедят акулы и никто не скажет, что я врал. Даже испытал некоторое облегчение от этой мысли.,Я врал.",1
230,"Вечно, глядя из окна, обманываешься, что уже глубокая ночь на дворе.,Уже глубокая ночь на дворе.",2
231,"По его словам, ранее в возбуждении дела по указанному эпизоду было отказано. ""Сроки давности привлечения к ответственности должны были истечь, но в любом случае они истекают в ближайшее время"", - сказал адвокат.,Сроки давности привлечения к ответственности истекают.",0
232,"Теперь они говорят, что я чокнулся. Что не было никакой девчонки. Но я же помню!,Девчонка была.",2
233,"Я уверен, что вместе мы победим. Да, парламентское большинство думает иначе.,Вместе мы победим.",1
234,"Полиция установила подозреваемого в краже из салона сотовой связи.,Из салона сотовой связи что-то украли.",0
235,"Надзорное ведомство провело проверку, и оказалось, что право пользования этими земельными участками в качестве автостоянок никому не предоставлялось. - Ранее на основании судебных решений уже производился их демонтаж. Несмотря на принятые меры, ограждения и помещения для охраны были восстановлены, и автостоянки продолжили работать, - рассказали в Прокуратуре Ростовской области.,Автостоянки работают.",0
236,"Наконец раздался голос. Мужской и смутно знакомый. Голос, запинаясь, медленно, как бы сомневаясь, что его услышат и поймут, произносил: – Добрый день.,Его услышат.",2
237,"Скоро суд решит, оставить его дома на время следствия или отправить в СИЗО.,Он останется дома на время следствия или отправится в СИЗО.",1
238,"Чью пьесу ставите? Как раз вчера я у ребят справлялся о тебе. Что-то, говорю, его не видно.,Его не видно.",0
239,"Она же готовилась. Она же была уверена, что я жду и хочу. Женщина часто думает, что ее ждут больше, чем приносимых ею благ.,Ее ждут больше, чем приносимых ею благ.",1
240,"— Жди, — говорю и отключаюсь. Положив алую кофточку поверх других подарков, медленно встаю со скамейки. Первый эмоциональный порыв прошел, и теперь я плохо понимаю, зачем мне нужно куда-то идти.,Мне нужно куда-то идти.",1
241,"Мы не можем никак договориться по безвизовому режиму. Это просто смешно на самом деле. Я даже не понимаю, чем наши коллеги руководствуются, зачем?,Наши коллеги чем-то руководствуются.",1
242,"""Я, к сожалению, не обладаю информацией относительно вот этого обращения, но, безусловно, тут нельзя говорить о каком-то общем подходе. Это вопрос целесообразности, который обсуждается в каждом конкретном случае. Большего, к сожалению, не могу сказать, ибо не обладаю информацией"", — сказал Песков журналистам.,Большего Песков журналистам не сказал.",0
243,"Вот только студентам факультета – большинству – места не нашлось. Особенно тем, кто хотел как раз пообщаться. - Я не приму у Вас куртку! - Почему? Я же учусь здесь. - Сказали, чтобы с часу дня гардероб не выдавал студентам номерков, крючки для гостей бережем!,С часу дня гардероб не выдавал студентам номерков, крючки берегли для гостей.",2
244,"Вот это есть. Теперь в условиях единого экономического пространства макроэкономические показатели, внешнеэкономические показатели будут согласованы. Я думаю, что как раз здесь мы будем находить баланс интересов обоих государств, и не будет конкуренции.,Как раз здесь мы будем находить баланс интересов обоих государств, и не будет конкуренции.",0
245,"""Нельзя разрывать контракт в одностороннем порядке"", - сказал он.,Нельзя разрывать контракт в одностороннем порядке.",1
246,"Скоро выборы. Слышал о выборах? – Я слышал, что это фикция.,,Выборы – это фикция.",1
247,"""Сирийское военное командование уже раньше отмечало и сейчас снова повторяет, что, если бы у нас было химическое оружие, мы бы никогда не прибегли к нему из моральных, общечеловеческих и политических соображений"", - сказал министр в ходе пресс-конференции, транслируемой по сирийскому телевидению.,Если бы у нас было химическое оружие, мы бы никогда не прибегли к нему из моральных, общечеловеческих и политических соображений.",1
248,"Вот его он должен был позвать и сказать, что ты соврал про телефон. А он не позвал и не сказал. Значит, нестыковка эта вообще никакой роли не играет, пойми ты!,Эта нестыковка никакой роли не играет.",0
249,"В первую очередь, речь идет о том, чтобы люди могли спокойно заниматься исследовательской работой. По словам премьера, зарплата, конечно, играет важную роль, но не решающую. Он считает, что не менее важно иметь возможность купить квартиру, создать семью.,Не менее важно иметь возможность купить квартиру, создать семью.",1
250,"«Судья решил, что конфискация материала законна.,Конфискация материала законна.",0
251,"Следующего звонка я ждал дней десять. Сам пару раз набирал его номер. Но он говорил, что занят и вот-вот перезвонит.,Он занят и вот-вот перезвонит.",1
252,"Наивность — огромная сила. Она вызывает у собеседника добрую улыбку. И  она — наряду с глупостью или безумием героя, безразлично, подлинными или мнимыми, — позволяет нам переварить и принять даже такие неприятные (во всяком случае, в литературном персонаже) вещи, как ум и мудрость.,В литературном персонаже могут быть даже такие неприятные вещи, как ум и мудрость.",1
253,"Ранее она была дважды осуждена за продажу наркотиков.,Она продавала наркотики.",0
254,"Однако в подразделениях социальной сферы подобные меры проводиться не будут. Также глава города считает, что количество обслуживающих чиновников машин слишком большое. - Решено оптимизировать работу автотранспортного цеха, - добавил градоначальник.,Количество обслуживающих чиновников машин слишком большое.",1
255,"Всегда во всех местах отцовой службы висела, Каблуков был уверен, что какая-то актриса времен родительской молодости. “Ты с ней один раз наперегонки бегал. После войны – не помнишь?” “С ней?,Это была какая-то актриса времен отцовской молодости.",1
256,"Снова появилась, но уже с пепельницей. Может, человек фокусы показывал? А мама ничего не понимала и злилась, что ее на глазах обманывают.,Ее на глазах обманывают.",1
257,"— Ну как? — Прогноз подтвердился. Информация принята”.,По прогнозу, информацию должны принять.",1
258,"Знакомый сказал, что перезвонит через пару дней, а перезвонил через неделю.,Знакомый перезвонил через пару дней.",2
259,"Теперь наступал решающий момент. Нужно было понять, что же образует рисунок на ткани, как он мог возникнуть, почему оказался таким долговечным. […] Изучение поверхности волокон показало, что природа изображения проста.,Природа изображения проста.",0
260,"Сходу соврать что-нибудь правдоподобное он не сможет. Это надо было обсудить заранее. Мама сразу же поймет, что с любимой дочерью что-то случилось.,С любимой дочерью что-то случилось.",1
261,"Я всю жизнь очень страдал от того, что любой человек, пообщавшись со мной две минуты, начинал чувствовать себя законченным кретином, при этом, чем больше было его интеллектуальное, образовательное и духовное превосходство надо мной, тем большим кретином он себя чувствовал и тем больше он обижался и раздражался, я ничего здесь не мог поделать.,Любой человек, пообщавшись со мной две минуты, начинал чувствовать себя законченным кретином.",1
262,"И, тем самым, их не слышат и не могут, соответственно, быть ими обмануты. Все правильно. – Да уж, – пробормотал Пиар, которому вообще расхотелось говорить, хоть он никого и не собирался обманывать.,Да уж, все правильно.",0
263,"""Ожидается облачная погода с прояснениями, пройдут небольшие дожди"", - сказал собеседник агентства.,Прошли небольшие дожди.",1
264,"И вдруг повязка с глаз спала. Как можно было не понимать, что все было совсем не так. Нам не говорили главного и напрямую обманывали, умышленно и целенаправленно.,Все было совсем не так.",0
265,"Выгорела часть чердака. Мы вас не обвиняем, а опрашиваем. Скажите, во сколько вы покинули дом номер двадцать?,Вы покинули дом номер двадцать.",0
266,"Знакомые устроили администратором в книжный магазин. С какой стати, вдруг пронзает меня мысль, я ему все это рассказываю. И разозлившись на себя, говорю грубо: — А по вечерам я пью.,А по вечерам я пью.",1
267,"Он присел на траву. Мальчиком на этом холме он слушал свое дыхание. Его тогда удивляло, что его дыхание — звук, который можно слышать.,Его дыхание – звук, который можно слышать.",0
268,"Длилась жизнь во всей ее красе, а где-то на втором плане безмолвно валялись трупы. Во сне я увидел их тайным зрением: пластмассовые манекены. И, звонко обсуждая случившееся, я думал: нелепая ошибка!,Нелепая ошибка!",1
269,"Хотя ошибки признали.,Они ошиблись.",0
270,"Они признаны виновными в мошенничестве и покушении на мошенничество.,Они виновны в мошенничестве и покушении на мошенничество.",1
271,"Женщина рассказала, что испытала чувство облегчения, когда поняла, что долгий судебный процесс закончился, а убийцы ее мужа понесут заслуженное наказание.,Долгий судебный процесс закончился, а убийцы ее мужа понесут заслуженное наказание.",0
272,"Выходит, я угадал свою судьбу: теперь меня действительно съедят акулы и никто не скажет, что я врал. Даже испытал некоторое облегчение от этой мысли.,Меня действительно съедят акулы.",2
273,"За какую партию «проголосовала» женщина, не уточняется. Результаты выборов на участке были признаны недействительными. Обвиняемая свою вину признала полностью.,Женщина «проголосовала» за какую-то партию.",2
274,"Пришлось повернуть назад. За благополучным районом Кокосовой рощи начиналась территория малоимущего чернокожего населения. Даже на машине никто не чувствует себя там в безопасности.,Я там в безопасности.",2
275,"Только тогда я спросил его о сумме награды, и он назвал цифру в несколько раз больше Нобелевской премии. Это убедило меня, что все – сплошной обман, я так ему и сказал, спросив, кто же он на самом деле и что ему нужно? Он уверил меня, что я ошибаюсь, и что вскоре я услышу о нем и его фонде.,Я ошибаюсь.",1
276,"Мы считаем, что ядерное оружие должно быть уничтожено.,Ядерное оружие должно быть уничтожено.",0
277,"Информацию, размещенную на ресурсах, признали запрещенной к распространению на территории нашей страны.,Информация на ресурсах запрещена к распространению на территории нашей страны.",0
278,"Лишь при непонимании или вульгарном истолковании природы художественного творчества это может восприниматься как обман. На самом деле это не так — художник если кого-то “обманывает”, то прежде всего себя самого, создавая из своих наблюдений, чувств, соображений образы людей, которые становятся для него живыми. И стоит ли его осуждать, если порой ему даже начинает казаться, что то, что с ним могло быть, происходило на самом деле, некоторые создания своей творческой фантазии он обратным ходом накладывает на свою жизнь?,То, что с ним могло быть, происходило на самом деле.",2
279,"Он привязан в саду. Ну пойдем, пожалуйста, я не думаю, что у нас много времени. Я думаю, он там визжит изо всех сил и сейчас кто-нибудь прибежит и заберет себе наши желания.,Он там визжит изо всех сил и сейчас кто-нибудь прибежит и заберет себе наши желания.",1
280,"Мы должны их провести так, чтобы показать международному сообществу, иностранным наблюдателям то, что у нас есть гражданское общество. Мы должны показать, что республика идет в правильном направлении, и все наши действия находятся в демократическом русле. Я думаю все, кто участвует в выборах, не только кандидаты, но и народ, сделают все, чтобы показать свою политическую зрелость. - Почему вы решили баллотироваться в президенты?,Они баллотируются в президенты.",2
281,"Я посыплю голову пеплом, женюсь хоть на старухе, хоть на умственно отсталой, если только уверюсь, что иначе жизнь бессмысленна. Пока же мне ясно, что жизнь бессмысленна в любом случае — с семьей или без семьи. — Чтобы судить, надо попробовать, — говорит мама.,Чтобы судить, надо попробовать.",1
282,"— А оттуда пешком. По Кузнецкому и далее. — Думаешь, все твои драгоценные книжные продолжают существовать?,Все твои драгоценные книжные продолжают существовать?",1
283,"Должен же у людей хоть когда-нибудь быть отпуск! — Конечно, только я не уверен, что у нас в конторе кто-нибудь знает это слово. — Скажи им, что заболел.,Ты заболел.",2
284,"Сквер был пуст, зелень скрывала улицу, он вдруг успокоился. Здесь было хорошо. Грудь перестала болеть, два раза ему показалось, что он видел белку.,Он видел белку.",1
285,"– Тем более тебя никто и не спросит. Не твоего ума дело. Вылечишься, мы заберем тебя из больницы, и все забудут о том, что с тобой приключилась эта история.,С тобой приключилась эта история.",0
286,"И я считаю, что это было бы очень правильно. Я уже знаю об этом и постоянно поручение давал неоднократно правоохранительным органам. Накопают что-нибудь - дай Бог, значит, кого-нибудь посадят"", - сказал глава государства.,Это было бы очень правильно.",0
287,"Потом сделала вид, что приняла за чистую монету его бормотание о вечерней прохладе, и предложила, чтобы согреться, чаю, потом коньяку. Она заботливо усыпила его неуверенность в себе, она дала ему возможность беспрепятственно взять инициативу в свои руки и распустить хвост. Она подождала, пока он обманет свое самолюбие с помощью самых забитых фраз и убедит себя в том, что все вокруг — это результат его обаяния.,Она приняла за чистую монету его бормотание о вечерней прохладе.",1
288,"Сын? Не сомневаюсь, что вы однажды покажете ему фокус, который я показал вам, а мне его показал мой бывший подводник. Как сейчас вижу — мы идем в воскресенье стричься, я хнычу, потому что боюсь машинки и ненавижу парикмахерскую, он тащит меня за руку, а потом вдруг говорит — смотри фокус!,Вы однажды покажете ему фокус, который я показал вам, а мне его показал мой бывший подводник.",2
289,"Я сказал ему, что не хочу украсть чью-то работу, не хочу занять чье-то место.,Я не хочу украсть чью-то работу, не хочу занять чье-то место.",0
290,"Да! Что может быть прекрасней? И почему я не верил в чудеса?,Чудеса существуют.",2
291,"В итоге она, вместе с одной из коллег, отнесла гранату в кабинет директора школы. В итоге всех учеников вывели из школы и отпустили по домам. Позже в полиции определили, что принесенная в школу граната уже не представляет опасности, так как ее невозможно привести в действие.,Принесенная в школу граната уже не представляет опасности, так как ее невозможно привести в действие.",0
292," Когда ты была маленькая и не хотела учить стихи, я говорила тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность. Оно принадлежит ему. Помнишь, что ты тогда ответила? Ты сказала: “Зачем они мне нужны?”.,Ей нужны стихи.",2
293,"Я видел – то там, то сям меж веток яблонь роились пчелы. Но их не было слышно, потому что над городком надолго зависла высочайшая истерическая нота – где-то резали большую свинью. Когда мне стало казаться, что бедное животное мучают, истошный вопль вдруг оборвался.,Бедное животное мучали.",1
294,"Его будут судить за взяточничество и злоупотребление служебным положением.,Его обвиняют во взяточничестве и злоупотреблении служебным положением.",0
295,"На крики приходила бабушка. – Отдай дочери книгу, – строго говорила бабушка. – Ты слышишь?,Дочери отдали книгу",2
296,"Из кафе мы выходим вместе. Я плохо слушаю своего спутника, потому что слишком возбужден от водки, разговора и не желаю, чтобы меня успокаивали. Наоборот, мне хочется чем-то резко проявить себя, и я лишь не могу решить, на чем остановиться: громко ли хлопнуть дверью какого-нибудь магазина, двинуть ли ногой по урне или же закричать на всю улицу.,Мне надо на чем-то остановиться: громко ли хлопнуть дверью какого-нибудь магазина, двинуть ли ногой по урне или же закричать на всю улицу.",1
297,"В партиях настаивают, что средства должна проверить прокуратура.,Средства проверит прокуратура.",2
298,"А? Ну хотя бы на время, пока мама у Гайка. Она ведь раньше, чем через год, не вернется, я так думаю.,Она ведь раньше, чем через год, не вернется.",0
299,"""Они не заслуживают жить на Земле"", - сказал он.,Они живут на Земле.",1
300,"Президент поручил руководителям силовых структур задействовать все силы для раскрытия убийства и заявил, что намерен лично следить за ходом расследования. ""Это чрезвычайный факт! "", - сказал он журналистам.,Силовые структуры задействуют все силы для раскрытия убийства.",0
301," — Я пришёл к кузнецу, пряча сырое от слёз лицо. Я просил его сделать мне... сделать... выковать... — человек, не находя слов, снова заскрипел зубами, звук был жуткий. — Я не помню, как объяснял ему, что мне нужно, но он понял меня, — заговорил он вновь.,Я объяснял кузнецу, что мне нужно, и он понял меня.",0
302,"“Ну как ты могла забыть? Ты помнишь вообще, что я жив? Сигареты свои (не говоря уж о прочем) не забываешь купить”?,Я жив.",2
303,"Так это он, о Святом писании! Дурная книга. Но если ее правильно читать, то можно понять многое о том, какая в старые времена у людей была настоящая вера.,В старые времена у людей была настоящая вера.",2
304,"Скрючившись от холода. Я накинул на него одеяло. Чем закончилась его забастовка, не помню.,Его забастовка закончилась.",0
305,"И будем надеяться, что все будет работать, как надо.,Все будет работать, как надо.",1
306,"— А слыхали выражение: привычка — вторая натура? — И? — сказал я.,Привычка — вторая натура.",1
307,"Сотрудник министерства рассказал газете, что сидя у себя в кабинете на первом этаже услышал стрельбу, после чего быстро закрыл двери.,Сотрудник министерства услышал стрельбу, после чего быстро закрыл двери.",0
308,"Обсудили одну из самых животрепещущих проблем - отмену части маршрутов и отказ от «газелей».,От «газелей» отказались и часть маршрутов отменили.",1
309,"– Ни хрена ты не понял, – сказала она. – Ладно, забудь, я пошутила. – Странные у тебя шутки, – сказал я.,Странные у тебя шутки.",0
310,"— А я вот такой один на сто тысяч. Бабочка отвернулся, врать он не умел, но и не похвастаться тоже не мог, потому и увеличил цифру вдвое. К тому же он свято верил, что Господь обязательно накажет его, боялся этого, но все равно не смог удержаться ото лжи.,Господь обязательно накажет его.",0
311,"– Ладно, забудь, я пошутила. – Странные у тебя шутки, – сказал я. – Нормальные, – сказала она.,У нее нормальные шутки.",1
312,"Думал ли мужчина, что эта услуга действительно ему понадобится.,Эта услуга действительно понадобилась мужчине.",1
313,"Количество покидающих авиасалон людей превышает количество приезжающих. Турникеты на вход на территорию авиасалона практически свободны"", - сообщает корреспондент. Он также отметил, что железнодорожная платформа ""Отдых"", на которую следует большинство уезжающих с авиасалона, переполнена людьми.,Железнодорожная платформа ""Отдых"", на которую следует большинство уезжающих с авиасалона, переполнена людьми.",0
314,"Мои любимые покупки: обувь и духи. То, что я больше всего терпеть не могу: ложь. То, что я люблю больше всего на свете: надеюсь, тебя.,Я больше всего на свете люблю тебя.",0
315,"Полицейские установили, что один из них решил вернуться обратно в центр за сигаретами. Злоумышленник оставшимся в квартире свидетелям пояснил, что потерпевший попросил его забрать забытый телефон. После чего подозреваемый скрылся и не выходил на связь.,Потерпевший попросил его забрать забытый телефон.",0
316,"Я добиваюсь того, чтобы мои голоса не крали. Я добиваюсь того, чтобы люди поняли, что их много, и они вместе.,Людей много, и они вместе.",0
317,"Перебрасываясь словечками, они скользят глазами по моему городу. Как они смеют смотреть! Что они понимают?,Они что-то понимают",1
318,"Мужчину подозревают в нанесении ножевых ранений брату.,Мужчина нанес брату ножевые ранения.",2
319,"Оба сидели рядом и слышали этот разговор. Лица их были демонстративно печальны. Взгляд будто говорил: «Как вам не стыдно».,Вам не стыдно.",1
320,"Не раз повторял свои любимые мысли. О том, что не искусство подражает жизни, а, наоборот, жизнь подражает искусству. Что искусство следует любить за то, что оно искусство, а не критиковать с позиций морали либо социальных реформ.,Искусство любят за то, что оно искусство, а не критикуют с позиций морали либо социальных реформ.",1
321,"После стал я думать, что говорить маме, когда она придет с работы. Всегда я знал, что самое важное, чтоб у поступка моего оказалась разумная причина, которую мама поймет. Выучился мартышкой, что “мама прощает то, что понимает”.,Мама прощает то, что понимает.",1
322,"Самый лучший, да? – Ты прикольный. Ты считаешь себя глупее меня, и на основании этого хочешь себе больше прав.,Ты глупее меня.",1
323,"""Я хочу выразить надежду, что все у нас будет хорошо. Этот законопроект будет работать в интересах наших граждан. Мы будем верить, а вера спасет"", — отметил депутат.,Этот законопроект работает в интересах наших граждан.",1
324,"Как он осторожен и умён! Боится меня спугнуть. Понимает, что такие крепости, как я, надо брать медленной осадой.,Такие крепости, как я, надо брать медленной осадой.",0
325,"Честно говоря, я не верил, что “Знамя” напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае.,“Знамя” напечатало эту рецензию.",1
326,"Бабушка подошла к нему и спросила: Что, что? Чего ты хочешь? Дед немного передохнул и тихо, но внятно сказал: Киоск закрыт.,: Киоск закрыт.",0
